,INDEX,TARGET,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS
3971,4993,6,12.7,0.32,0.79,64.5,0.036000000000000004,197.0,182.0,1.00482,3.29,0.42,8.1,1,7,3.0
3972,4994,3,10.2,0.72,0.46,48.5,0.382,267.0,438.0,1.04296,3.03,0.21,4.7,0,8,1.0
3973,4995,0,20.6,0.89,0.41,15.3,0.6659999999999999,120.0,331.0,0.9957299999999999,3.97,0.58,11.9,1,10,
3974,4996,4,2.4,0.59,1.24,8.2,0.044000000000000004,214.0,305.0,0.99655,2.5,2.19,9.4,0,7,2.0
3975,4997,2,3.8,0.44,0.49,2.8,,137.0,111.0,0.97485,3.3,2.34,9.5,-1,10,1.0
3976,4999,7,7.0,1.24,0.32,1.3,0.037000000000000005,150.0,123.0,0.992,2.67,,,1,8,4.0
3977,5001,0,15.7,0.73,0.92,1.7,0.07400000000000001,232.0,13.0,0.9968,4.1,0.15,12.5,0,9,
3978,5002,7,5.5,0.19,0.27,54.8,0.057,76.0,155.0,1.03141,2.94,0.41,6.5,1,8,3.0
3979,5003,3,6.6,0.36,0.52,47.6,0.046,371.0,110.0,0.9966,3.76,1.45,10.7,0,7,1.0
3980,5006,6,6.8,0.46,0.26,2.7,0.276,28.0,155.0,1.02844,3.38,1.03,8.8,0,8,2.0
3981,5007,4,10.7,0.21,0.34,7.1,0.086,116.0,443.0,0.9995299999999999,2.45,0.45,12.8,0,9,1.0
3982,5008,4,18.8,0.2,0.97,16.95,0.521,85.0,190.0,0.9995,3.03,0.42,7.5,0,8,2.0
3983,5009,3,7.1,0.18,0.44,9.6,0.054000000000000006,64.0,585.0,0.9962,2.3,0.7,9.4,0,8,2.0
3984,5010,3,2.7,1.745,0.0,67.1,0.625,54.0,11.0,1.02861,3.39,1.03,5.9,0,8,1.0
3985,5012,5,6.4,1.02,1.15,5.0,0.057999999999999996,315.0,,0.99198,4.43,1.08,10.6,1,7,2.0
3986,5013,4,6.8,0.27,1.43,13.3,0.076,297.0,163.0,0.9979,3.03,0.38,8.6,0,7,3.0
3987,5014,3,7.6,0.21,0.44,1.9,0.327,74.0,436.0,1.01485,3.01,0.7,,-1,8,1.0
3988,5015,4,5.1,0.32,0.48,41.8,0.17800000000000002,71.0,311.0,0.9935,3.08,0.59,11.3,0,8,3.0
3989,5017,1,5.0,0.19,0.16,5.0,0.39799999999999996,26.0,138.0,0.9914,3.26,0.72,11.7,-2,7,
3990,5019,3,14.8,0.24,0.25,29.2,0.083,151.0,157.0,0.99976,3.17,,9.1,0,7,1.0
3991,5020,5,7.7,1.32,1.3,28.1,0.042,167.0,479.0,0.9954,2.86,,6.7,1,8,3.0
3992,5021,0,3.4,1.57,3.22,2.2,0.095,19.0,42.0,0.99524,3.57,1.53,18.3,1,7,
3993,5022,0,25.4,0.17,0.34,14.8,0.042,,263.0,0.9927799999999999,2.99,0.4,10.8,1,8,
3994,5023,5,18.2,0.21,1.09,11.9,0.046,72.0,197.0,0.9087,,0.65,10.9,0,7,1.0
3995,5024,4,19.6,0.96,0.43,37.9,0.11800000000000001,92.0,695.0,1.0095100000000001,3.37,0.56,11.7,0,12,2.0
3996,5025,3,7.3,0.33,0.3,8.2,0.5539999999999999,42.0,,0.91584,3.33,0.46,9.5,-1,8,2.0
3997,5026,5,1.7,0.29,0.11,9.3,0.281,50.0,485.0,0.9949,3.13,0.92,10.3,1,8,2.0
3998,5027,4,3.9,0.33,1.29,12.3,0.779,29.0,106.0,0.9945799999999999,4.05,0.52,5.8,1,6,3.0
3999,5028,2,9.5,0.38,0.46,54.0,0.40700000000000003,3.0,187.0,0.9936200000000001,2.94,1.88,3.6333333333,-1,6,1.0
4000,5029,5,8.0,2.79,0.33,7.7,0.034,43.0,212.0,0.9848899999999999,,0.41,0.3,0,9,2.0
4001,5030,6,6.0,0.18,0.5,1.4,0.036000000000000004,14.0,215.0,0.9647,2.29,0.58,11.1,0,6,1.0
4002,5031,0,15.3,0.18,0.33,76.9,,195.0,226.0,0.9926,4.54,1.5,10.5,0,7,1.0
4003,5032,4,5.5,0.09,0.54,30.9,0.16699999999999998,163.0,255.0,1.0301200000000001,2.58,0.5,,0,8,2.0
4004,5033,3,7.6,0.445,1.21,1.8,0.434,68.0,212.0,0.9986,4.64,1.44,8.8,-1,8,1.0
4005,5035,0,6.6,0.37,0.45,,0.048,54.0,200.0,0.9956,1.99,0.48,3.3,1,7,1.0
4006,5036,3,6.0,0.73,0.88,2.0,0.084,133.0,383.0,1.02141,3.93,1.17,9.6,1,7,3.0
4007,5037,3,3.3,0.64,0.04,36.7,0.342,25.0,394.0,0.9955,3.16,1.27,,0,7,2.0
4008,5039,3,11.2,1.52,0.34,8.9,0.075,31.0,172.0,1.0094299999999998,3.22,0.64,9.2,0,8,1.0
4009,5040,3,10.1,1.16,1.33,0.8,0.185,178.0,188.0,0.9778,1.23,1.35,12.0,0,7,1.0
4010,5041,6,2.8,0.68,1.35,54.5,0.461,39.0,123.0,0.99119,2.99,0.3,12.2,1,7,3.0
4011,5043,5,6.8,2.04,0.25,0.9,,38.0,121.0,1.00328,2.66,,10.6,1,6,2.0
4012,5044,7,6.7,0.95,1.03,15.7,0.035,33.0,510.0,0.9901,3.12,0.44,12.893333333,2,7,4.0
4013,5045,0,3.4,0.18,1.29,1.0,0.629,39.0,108.0,0.9911,3.31,0.35,16.8,0,7,
4014,5047,5,7.5,1.13,1.14,9.0,0.021,105.0,113.0,0.99026,3.17,1.1,9.8,0,8,2.0
4015,5048,5,10.0,0.18,0.32,1.2,0.14800000000000002,12.0,428.0,0.94937,4.05,0.48,5.4,0,8,2.0
4016,5049,4,7.3,0.13,2.2,38.4,0.409,252.0,495.0,0.9974,2.37,0.35,,0,8,
4017,5050,3,1.1,0.69,0.28,,0.425,290.0,205.0,1.0023799999999998,3.24,0.45,13.5,0,8,
4018,5052,0,8.8,0.15,0.0,22.0,0.348,256.0,,1.01157,4.01,1.36,16.8,0,6,
4019,5053,0,12.1,0.705,1.58,,0.49700000000000005,163.0,214.0,0.99984,2.52,0.58,5.6,-1,7,
4020,5055,0,6.8,0.55,0.36,,0.027999999999999997,7.0,170.0,0.99175,2.22,0.6,14.7,-1,7,
4021,5056,3,1.0,0.36,0.28,8.3,0.034,29.0,125.0,0.99151,3.28,0.41,12.5,-1,7,
4022,5058,4,2.9,0.22,0.49,50.3,0.054000000000000006,42.0,151.0,0.9968799999999999,3.79,1.21,5.9,0,7,2.0
4023,5059,5,6.0,0.38,1.76,36.7,0.034,99.0,134.0,0.9912,4.18,0.38,17.4,0,7,2.0
4024,5060,4,5.8,0.555,1.5,19.0,,253.0,573.0,1.0116100000000001,3.24,0.46,3.4,1,7,1.0
4025,5061,5,7.2,2.48,0.77,121.9,0.037000000000000005,37.0,538.0,0.9906,2.38,0.71,12.3,0,8,3.0
4026,5064,5,16.2,0.77,0.57,51.8,0.035,191.0,502.0,0.9532799999999999,3.26,0.12,10.2,1,8,3.0
4027,5067,4,3.3,0.36,0.57,17.7,0.015,35.0,,1.0001,4.56,0.64,8.7,1,9,2.0
4028,5068,1,19.4,0.04,0.2,133.1,0.046,9.0,116.0,0.9944,3.15,0.41,3.1,-2,8,
4029,5069,3,14.5,0.29,2.06,1.4,0.625,144.0,359.0,0.99926,3.16,0.51,14.0,-1,11,
4030,5070,3,4.6,0.2,1.31,90.6,0.036000000000000004,25.0,137.0,0.9908799999999999,3.12,0.46,11.7,-1,8,2.0
4031,5071,4,2.1,0.43,0.58,47.5,0.18,33.0,102.0,0.97701,2.95,2.03,25.2,-1,8,2.0
4032,5072,3,5.1,0.51,0.97,6.8,0.034,510.0,120.0,0.99545,3.38,0.12,17.2,-1,6,1.0
4033,5073,3,10.9,0.14,1.24,14.7,0.028999999999999998,22.0,104.0,0.9949,2.08,0.57,,0,6,2.0
4034,5074,4,11.0,2.91,0.93,,0.055,168.0,536.0,0.9917,2.12,0.63,1.1,0,8,1.0
4035,5075,6,9.7,0.49,1.12,51.6,0.027999999999999997,75.0,249.0,0.9561799999999999,3.73,0.36,11.6,1,7,1.0
4036,5077,4,7.7,0.28,0.39,8.9,0.26,,383.0,0.9935,3.39,0.9,7.7,-1,8,2.0
4037,5078,0,6.9,1.15,0.49,25.8,0.045,61.0,206.0,1.0342799999999999,3.09,0.4,9.0,0,8,
4038,5079,4,2.3,0.7,0.88,1.0,0.375,198.0,406.0,0.9932799999999999,3.94,2.29,12.4,0,8,2.0
4039,5080,4,14.9,0.25,1.21,99.2,,27.0,366.0,0.94316,4.6,1.01,10.7,0,8,1.0
4040,5081,4,5.1,0.4,0.22,5.95,0.081,76.0,303.0,0.9784700000000001,3.0,0.19,9.4,1,8,1.0
4041,5082,4,7.4,0.97,0.27,10.2,,25.0,574.0,0.9984,3.23,2.56,13.5,-1,8,2.0
4042,5083,0,7.2,1.46,0.36,39.8,0.028999999999999998,523.0,63.0,0.9907600000000001,3.66,2.05,12.5,0,8,
4043,5084,3,7.1,0.39,0.2,6.1,0.063,311.0,485.0,0.9434100000000001,3.17,0.56,5.0,0,8,1.0
4044,5085,4,6.7,0.3,0.5,42.6,0.045,58.0,380.0,0.9974,3.68,0.53,11.7,0,8,
4045,5086,3,6.6,1.53,0.93,32.6,0.053,32.0,141.0,1.0474299999999999,3.37,0.49,3.2,0,7,
4046,5087,0,13.2,0.81,1.34,3.8,0.44299999999999995,312.0,214.0,0.99139,2.16,0.5,10.4,-1,6,
4047,5088,5,2.7,1.195,0.57,33.2,,5.0,12.0,0.95309,3.14,0.61,10.4,0,6,1.0
4048,5090,4,17.7,0.145,0.33,,0.05,107.0,145.0,1.0384200000000001,3.49,1.73,9.6,0,8,
4049,5091,5,0.7,0.32,0.73,39.4,0.031,26.0,120.0,0.99802,2.84,,14.7,0,7,3.0
4050,5095,4,6.3,0.27,0.12,1.6,0.45399999999999996,138.0,121.0,0.99095,4.51,1.34,8.0,-1,7,3.0
4051,5096,3,5.7,2.625,0.06,,0.049,228.0,524.0,1.08702,3.13,0.79,11.6,0,6,1.0
4052,5097,4,19.8,1.52,0.23,10.3,0.032,12.0,97.0,1.02453,3.13,0.4,10.7,0,9,3.0
4053,5099,5,5.2,0.04,1.42,14.3,0.503,490.0,129.0,1.0813700000000002,5.07,1.15,12.2,1,9,2.0
4054,5100,3,5.8,0.08,0.12,45.9,0.05,106.0,48.0,0.99398,2.86,0.54,9.0,0,8,1.0
4055,5101,6,6.5,0.12,1.04,11.25,0.342,222.0,87.0,0.9922,3.02,0.38,12.4,2,7,4.0
4056,5103,6,4.4,0.65,0.6,5.85,0.033,,158.0,0.9687,,0.54,18.9,1,9,2.0
4057,5104,6,15.2,0.41,2.48,7.3,0.035,65.0,985.0,0.96291,4.47,0.41,16.24,1,7,4.0
4058,5105,3,5.7,0.1,0.94,9.0,0.05,32.0,111.0,0.94483,3.36,,10.4,-1,6,1.0
4059,5106,4,29.5,0.3,0.3,47.0,0.239,50.0,163.0,0.9895,3.36,1.78,13.7,-1,7,2.0
4060,5107,0,4.7,0.35,0.41,53.6,0.083,11.0,61.0,1.04352,2.08,,6.4,-1,11,
4061,5108,2,14.8,0.19,1.16,63.7,0.04,38.0,143.0,0.9907,2.34,0.42,16.2,-1,8,
4062,5109,0,17.6,0.63,1.16,1.5,0.452,15.0,27.0,1.005,3.13,,12.7,0,8,
4063,5110,6,5.7,1.43,0.3,1.3,0.03,25.0,531.0,1.00516,3.59,0.04,16.1,1,6,2.0
4064,5111,7,2.0,0.23,0.44,27.8,0.027000000000000003,135.0,488.0,1.03891,5.27,1.43,11.1,1,8,4.0
4065,5113,2,1.3,0.23,0.35,10.3,0.042,54.0,140.0,1.04285,4.46,0.04,2.5,-1,7,2.0
4066,5114,4,1.0,0.32,0.99,71.9,0.406,98.0,215.0,0.9946,3.95,1.95,4.6,0,8,2.0
4067,5115,2,5.5,0.52,0.29,46.1,0.038,11.0,,1.00431,3.25,0.45,4.5,-1,6,
4068,5116,3,17.5,0.33,0.26,,0.013000000000000001,98.0,920.0,0.9990700000000001,3.06,0.68,9.5,0,8,
4069,5118,0,13.3,0.6,0.08,16.5,0.423,246.0,45.0,0.99336,3.38,0.54,11.0,0,7,1.0
4070,5119,3,2.2,0.28,0.35,57.0,0.053,31.0,117.0,0.96152,,1.4,9.6,0,8,1.0
4071,5120,3,30.2,0.47,1.32,1.2,0.044000000000000004,253.0,102.0,0.93245,3.28,0.42,8.6,0,9,2.0
4072,5121,0,7.4,0.635,0.27,3.5,0.631,194.0,385.0,0.9603700000000001,3.58,,10.8,0,8,
4073,5122,7,5.9,0.49,0.83,11.4,0.036000000000000004,65.0,115.0,1.01895,3.35,0.28,10.5,1,6,4.0
4074,5123,3,1.4,1.11,0.73,19.5,0.055,73.5,234.0,0.98582,3.6,3.05,10.2,-1,8,1.0
4075,5124,0,15.5,1.36,0.31,6.3,0.531,158.0,131.0,0.99326,3.08,2.06,10.8,-2,7,
4076,5125,4,6.2,0.25,0.28,8.5,0.262,28.0,386.0,0.9948600000000001,3.65,0.54,10.4,0,7,3.0
4077,5126,0,2.6,0.73,1.16,1.9,0.19899999999999998,236.0,516.0,1.04047,3.31,0.48,9.5,1,9,1.0
4078,5128,4,6.4,0.99,0.32,9.6,0.561,24.0,,0.9963,2.52,0.82,9.4,0,7,
4079,5129,0,8.9,0.09,0.39,1.6,0.237,221.0,144.0,0.9912200000000001,3.12,0.19,2.6,1,10,
4080,5133,0,16.8,1.25,2.04,44.5,0.08,256.0,417.0,1.00918,4.5,0.71,9.6,0,8,1.0
4081,5134,5,9.9,0.49,0.74,5.8,0.32,9.0,366.0,0.9957600000000001,4.12,0.58,13.3,2,11,4.0
4082,5137,4,6.4,1.38,0.28,1.6,0.534,29.0,278.0,0.9813700000000001,4.17,0.4,14.2,-1,7,1.0
4083,5138,7,7.4,0.28,0.36,46.2,0.027999999999999997,42.0,35.0,0.9893,,1.16,,2,8,3.0
4084,5139,4,11.9,0.37,0.74,35.3,0.69,218.0,24.0,0.9958,3.4,0.65,16.6,0,13,3.0
4085,5140,3,8.7,0.43,0.35,8.5,,41.0,240.0,0.9912799999999999,3.39,0.56,12.5,-1,8,2.0
4086,5141,5,1.0,1.28,0.3,46.4,0.597,25.0,241.0,0.9903700000000001,3.29,0.6,20.0,0,7,2.0
4087,5142,5,3.3,0.82,1.65,7.2,,110.0,330.0,0.9958,3.34,0.64,18.8,1,7,3.0
4088,5143,4,6.3,0.24,0.79,13.7,0.035,,981.0,0.9547899999999999,3.24,0.38,10.6,0,7,2.0
4089,5144,4,3.0,0.95,0.15,54.8,0.037000000000000005,592.0,157.0,0.98526,2.56,2.68,14.3,1,7,
4090,5145,3,3.2,1.15,0.39,18.95,0.094,76.0,155.0,0.9999,3.49,0.47,11.8,-1,8,1.0
4091,5146,5,13.4,0.18,0.3,12.8,0.27399999999999997,19.0,116.0,0.99808,2.72,0.98,9.0,0,7,
4092,5148,2,3.7,0.29,0.3,1.5,0.045,133.0,61.0,0.992,3.63,0.84,10.4,-1,7,2.0
4093,5149,5,0.7,1.27,1.55,11.6,0.04,26.0,,0.99105,3.77,,14.3,1,6,2.0
4094,5150,2,15.1,0.28,0.33,14.6,0.043,31.0,442.0,0.9994,3.34,0.67,8.8,-2,8,1.0
4095,5151,3,6.5,0.39,0.4,19.5,0.051,27.0,81.0,0.94737,4.16,0.88,8.7,-1,7,
4096,5152,0,8.8,1.54,0.88,15.0,0.278,,184.0,0.99745,3.28,0.77,8.8,1,9,
4097,5153,3,0.8,0.23,0.49,7.8,0.035,292.0,5.0,0.9935,3.01,,12.0,-1,9,2.0
4098,5154,4,6.8,0.26,0.22,52.4,0.047,31.0,1054.0,0.9959,3.1,,12.8,1,7,
4099,5155,3,0.0,0.55,0.75,8.1,0.319,332.0,181.0,0.9954,3.12,0.49,6.8,0,7,1.0
4100,5156,4,7.4,0.19,0.49,9.3,0.48,26.0,288.0,0.9940000000000001,1.84,0.32,8.0,-1,8,
4101,5158,4,2.6,0.07,0.35,2.3,0.535,88.0,128.0,0.99056,2.94,0.79,17.5,0,7,2.0
4102,5159,3,4.2,0.38,1.6,5.0,0.094,30.0,131.0,0.9942,2.25,0.44,12.6,-1,8,3.0
4103,5161,4,3.8,0.19,1.28,1.2,0.052000000000000005,21.0,199.0,0.9935200000000001,3.3,1.19,5.0,-1,7,1.0
4104,5162,2,6.6,0.31,0.37,6.2,0.052000000000000005,,182.0,1.02249,2.39,0.24,8.8,0,7,3.0
4105,5163,2,6.3,0.36,0.2,93.7,0.34600000000000003,56.0,20.0,1.0157,3.17,0.51,,-1,7,
4106,5164,3,7.6,0.72,0.33,1.2,0.04,1.0,228.0,0.992,3.05,0.79,10.8,-1,8,2.0
4107,5167,0,5.2,1.24,0.53,2.2,0.23,143.0,240.0,0.98283,2.84,0.1,12.4,0,7,1.0
4108,5168,0,18.9,0.49,0.18,2.7,0.069,13.0,148.0,0.9967,4.04,0.48,11.2,-1,8,
4109,5169,3,1.8,0.765,0.0,65.9,,79.0,348.0,0.96214,3.16,0.16,3.8,-1,8,2.0
4110,5170,0,2.5,1.85,1.06,50.5,0.66,27.0,81.0,0.9980700000000001,3.04,1.61,5.0,1,10,
4111,5171,2,7.5,0.6,0.03,21.8,0.044000000000000004,19.0,298.0,0.995,3.35,0.54,10.1,-1,8,1.0
4112,5174,3,2.3,0.42,0.34,65.4,1.008,157.0,,0.95106,3.18,2.16,11.7,-1,7,2.0
4113,5175,5,13.3,2.5,0.52,6.2,0.027999999999999997,,53.0,0.99161,3.28,1.0,,0,7,
4114,5176,5,6.6,0.09,2.95,4.5,0.501,29.0,6.0,0.9949600000000001,,0.44,11.7,0,7,3.0
4115,5177,4,7.4,1.2,0.36,27.6,0.289,287.0,21.0,1.00995,3.42,1.39,4.3,0,8,3.0
4116,5178,0,13.9,0.29,0.49,59.3,0.096,157.0,169.0,0.94289,2.98,0.67,6.9,0,9,
4117,5180,0,6.5,0.5,0.0,1.8,0.045,21.0,405.0,0.9935200000000001,4.67,0.55,12.3,0,7,1.0
4118,5181,3,6.3,1.6,0.34,11.4,,104.0,96.0,0.98277,3.11,,15.9,-1,7,2.0
4119,5182,5,6.5,0.17,0.26,9.0,0.44299999999999995,33.0,70.0,0.99067,3.05,0.15,12.3,0,7,3.0
4120,5183,3,7.8,0.25,1.23,1.0,0.043,218.0,80.0,0.9912799999999999,3.99,0.52,22.5,0,8,
4121,5185,5,6.6,0.69,1.26,117.5,0.038,20.0,125.0,1.01185,4.42,0.73,12.6,1,7,1.0
4122,5186,0,7.0,0.22,0.29,48.1,0.05,,342.0,0.9469700000000001,3.14,0.46,12.7,-1,8,2.0
4123,5188,4,6.6,1.22,0.23,78.5,0.047,37.0,118.0,0.98764,3.08,0.46,,0,7,2.0
4124,5189,5,7.2,0.24,0.4,1.4,0.875,31.0,106.0,1.01288,3.88,2.11,17.6,1,8,3.0
4125,5190,5,14.2,0.67,1.0,1.4,0.35100000000000003,23.0,81.0,1.01606,1.56,0.42,2.5,1,7,3.0
4126,5192,4,7.3,0.32,2.39,1.4,0.163,156.0,109.0,1.00242,3.24,0.08,17.6,1,8,2.0
4127,5195,4,6.4,0.25,0.32,3.1,0.617,,126.0,1.01044,2.39,0.92,18.0,0,7,1.0
4128,5196,3,7.8,0.43,0.49,2.0,0.336,37.0,,0.97021,3.76,0.59,11.3,-1,9,1.0
4129,5197,4,13.2,0.15,0.95,15.2,0.419,146.0,,1.02135,3.0,1.59,16.7,-1,9,2.0
4130,5198,0,2.5,1.29,1.0,13.2,0.091,333.0,117.0,0.9994,2.68,0.64,12.6,1,11,
4131,5200,0,6.4,0.32,0.34,1.4,0.544,202.0,115.0,0.97482,1.93,1.63,11.7,0,7,
4132,5201,0,7.6,1.03,0.29,32.8,0.573,259.0,54.0,1.0311299999999999,3.4,0.64,2.8,0,8,
4133,5202,5,4.9,1.47,0.52,1.6,0.618,141.0,322.0,0.9956299999999999,3.22,1.04,9.9,1,7,2.0
4134,5203,6,7.6,2.24,1.26,8.0,0.105,140.0,196.0,1.02695,,0.74,15.0,2,7,3.0
4135,5204,4,5.1,0.54,1.64,65.9,0.065,39.0,749.0,0.9956,4.48,0.84,11.4,0,8,3.0
4136,5205,4,19.8,0.24,1.59,6.2,0.126,30.0,406.0,0.9576399999999999,3.32,0.56,11.0,-1,7,1.0
4137,5206,2,25.7,1.0,0.38,23.1,0.97,35.0,192.0,0.98892,1.85,0.41,3.6,-1,7,
4138,5207,4,2.0,0.92,0.35,16.5,0.33299999999999996,230.0,171.0,1.0331,3.16,0.59,9.1,0,8,3.0
4139,5208,5,1.0,1.33,0.82,66.2,0.040999999999999995,15.0,65.0,1.00725,3.61,0.16,20.8,0,6,3.0
4140,5209,5,11.3,0.76,0.67,5.2,0.861,35.0,19.0,0.9988,4.41,,13.4,-1,13,3.0
4141,5210,4,12.0,0.23,0.28,22.1,0.033,30.0,32.0,0.9950700000000001,,2.1,6.0,-1,9,3.0
4142,5211,4,11.6,0.43,0.3,76.9,0.551,24.0,98.0,0.992,3.54,0.61,7.7,-1,6,3.0
4143,5214,2,4.5,1.56,0.28,56.8,0.513,62.0,216.0,0.9920399999999999,3.03,3.75,10.2,-1,7,1.0
4144,5215,5,0.9,0.7,0.36,68.4,0.359,225.0,505.0,0.98905,4.15,,12.7,0,8,3.0
4145,5216,6,6.4,0.11,0.32,2.4,0.013999999999999999,3.0,125.0,0.97225,3.36,0.66,12.5,1,7,2.0
4146,5217,4,5.6,0.175,0.29,54.1,0.043,238.0,67.0,0.9528700000000001,3.28,0.48,9.9,0,6,3.0
4147,5218,0,6.6,0.42,0.21,19.8,0.201,15.0,101.0,0.98916,3.04,0.37,13.3,0,7,1.0
4148,5219,0,14.8,0.46,1.24,7.4,0.032,168.0,144.0,0.99006,3.95,1.18,6.0,0,7,1.0
4149,5220,0,2.1,0.88,2.51,27.6,0.10400000000000001,,155.0,1.001,2.9,0.67,15.0,0,11,
4150,5221,3,6.5,0.31,1.13,,0.044000000000000004,34.0,133.0,1.01409,2.95,0.5,16.1,0,7,2.0
4151,5222,2,6.6,0.41,0.31,1.6,1.068,18.0,101.0,0.9105,3.13,0.41,19.9,-1,7,1.0
4152,5223,4,6.6,0.225,2.18,2.5,0.142,217.0,140.0,0.9408,3.14,0.09,11.9,1,7,2.0
4153,5225,0,6.1,1.46,0.31,4.5,0.7959999999999999,305.0,238.0,0.9977,2.99,2.18,2.4,0,7,1.0
4154,5227,3,6.4,0.93,0.54,11.6,0.177,98.0,153.0,0.95575,3.22,,1.9,0,7,3.0
4155,5228,0,6.2,0.5,0.27,1.7,0.59,,150.0,1.03983,3.49,0.71,10.5,0,7,
4156,5229,4,8.6,0.315,1.59,2.2,,173.0,210.0,0.9951200000000001,3.27,0.76,11.3,0,9,2.0
4157,5230,1,12.0,0.25,0.39,47.8,0.04,16.0,433.0,0.9938,1.75,0.19,15.4,-2,10,1.0
4158,5231,5,6.6,0.12,0.26,47.1,0.051,17.0,149.0,1.00363,2.94,0.43,9.4,1,7,3.0
4159,5232,4,6.9,0.14,0.99,9.9,0.08800000000000001,299.0,334.0,0.9655,2.55,1.41,,0,7,3.0
4160,5233,4,14.2,0.21,0.24,4.4,0.027000000000000003,450.0,150.0,0.97534,3.26,0.01,2.6,-1,6,
4161,5234,3,17.8,0.38,0.81,31.5,0.034,41.0,140.0,1.0226899999999999,1.97,0.59,14.6,-1,7,3.0
4162,5235,2,0.9,0.33,1.22,17.95,0.033,163.0,96.0,0.995,3.2,0.02,12.4,1,9,1.0
4163,5236,5,6.1,0.51,0.26,1.7,0.033,61.0,271.0,1.0425200000000001,3.19,0.81,12.7,0,7,3.0
4164,5237,3,6.5,0.26,1.87,6.65,0.519,258.0,129.0,0.99254,3.43,0.42,7.1,0,7,3.0
4165,5238,0,6.7,1.95,0.67,37.7,0.212,192.0,237.0,1.0903399999999999,3.22,,13.0,0,7,
4166,5240,0,6.7,0.02,0.42,53.3,0.506,,73.0,0.9962799999999999,3.04,0.44,4.5,1,7,
4167,5241,6,5.0,0.95,0.54,97.6,0.035,54.0,155.0,0.9897600000000001,3.27,0.35,12.9,0,6,4.0
4168,5242,3,6.7,0.39,0.08,53.0,0.3,18.0,122.0,1.03009,3.36,0.02,14.1,-1,7,2.0
4169,5243,3,1.2,0.35,0.51,8.2,0.226,6.0,127.0,1.02918,3.57,0.59,12.066666667,-1,7,3.0
4170,5244,3,2.2,0.19,1.36,64.2,0.064,33.0,527.0,0.98549,2.86,0.56,9.7,0,8,2.0
4171,5245,4,0.8,0.31,0.67,82.4,0.522,151.0,530.0,0.9707399999999999,2.3,2.41,11.0,-1,8,2.0
4172,5246,2,6.9,0.23,0.39,6.9,0.215,45.0,434.0,0.99244,2.97,0.54,12.0,-2,7,1.0
4173,5247,3,17.2,0.28,0.27,3.6,0.311,,82.0,1.0371,3.14,,8.7,0,7,1.0
4174,5248,5,6.6,0.17,0.28,3.7,0.034,86.0,510.0,1.02475,3.0,0.52,15.5,0,7,3.0
4175,5249,4,6.9,0.78,0.21,71.0,0.128,49.0,488.0,0.9982700000000001,2.37,0.74,9.4,1,7,2.0
4176,5250,4,7.7,0.31,1.24,11.6,0.026000000000000002,43.0,87.0,0.9915200000000001,3.5,0.48,16.7,1,8,
4177,5251,3,8.0,0.71,1.26,2.4,0.048,41.0,599.0,1.00492,,0.5,12.6,-1,7,3.0
4178,5253,4,6.4,0.005,1.61,5.85,0.551,179.0,302.0,1.01229,3.86,,15.3,-1,7,2.0
4179,5254,4,13.4,0.25,1.12,1.5,0.096,27.0,279.0,0.904,3.26,0.44,13.5,1,8,3.0
4180,5255,4,9.9,0.39,0.03,15.8,0.086,166.0,125.0,0.95749,3.53,0.1,7.2,1,7,4.0
4181,5256,4,10.9,0.32,0.51,8.3,0.934,17.0,56.0,0.9810200000000001,3.04,1.27,0.7,0,9,2.0
4182,5257,0,6.2,0.24,0.48,5.3,0.053,56.0,149.0,0.99545,3.23,0.92,15.1,-1,7,1.0
4183,5258,2,2.6,0.4,0.7,24.6,0.631,29.0,11.0,0.9870200000000001,2.12,0.64,9.7,-1,10,2.0
4184,5259,0,10.7,0.29,0.49,7.1,0.042,71.0,455.0,0.9944,3.14,0.41,2.5,0,9,
4185,5260,3,10.6,0.34,1.59,36.1,0.078,36.0,78.0,1.01168,3.75,0.7,9.7,-1,11,2.0
4186,5261,0,7.8,0.5,0.3,123.9,0.276,8.0,283.0,0.9959,3.31,0.81,4.4,0,9,
4187,5262,3,22.8,0.32,0.44,79.1,0.369,270.0,133.0,0.9688700000000001,0.69,1.32,8.8,0,8,3.0
4188,5263,4,1.4,0.37,0.75,24.1,,112.0,126.0,0.99755,2.85,0.54,8.0,1,9,2.0
4189,5265,4,9.7,0.26,0.24,6.4,0.04,295.0,124.0,0.95395,4.42,0.77,0.4,-1,7,3.0
4190,5267,6,13.3,0.09,1.19,1.8,0.037000000000000005,52.0,185.0,0.9911,4.16,2.12,2.2,1,8,2.0
4191,5268,5,6.6,0.84,0.03,44.9,0.059000000000000004,32.0,48.0,0.9952,3.52,0.54,,0,7,2.0
4192,5269,3,9.3,0.24,0.34,50.3,0.045,53.0,369.0,0.9510299999999999,3.23,0.51,15.7,0,8,1.0
4193,5270,5,7.3,0.4,1.78,51.0,0.057999999999999996,41.0,166.0,0.995,2.1,,4.1,1,8,3.0
4194,5272,3,6.2,1.16,0.23,1.2,0.564,83.0,128.0,1.03548,3.8,0.4,17.0,0,7,2.0
4195,5274,2,15.5,0.51,0.91,10.0,0.006999999999999999,,1002.0,0.9476600000000001,3.17,0.21,9.0,-1,8,
